SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
050,3,7,22,091,Louisiana,St. Helena Parish,11203,11203,11167,11010,11038,10845,10629,10567,-36,-157,28,-193,-216,-62,24,120,117,114,101,99,9,138,100,142,82,101,15,-18,17,-28,19,-2,0,-1,9,10,11,11,-45,-178,0,-184,-246,-72,-45,-179,9,-174,-235,-61,-6,40,2,9,0,1,121,121,121,121,121,121,121,10.822022816,10.613207547,10.419046749,9.4067244109,9.341385167,12.445326239,9.0711175617,12.978110862,7.637142591,9.5301000189,-1.623303422,1.5420899855,-2.559064114,1.7695818199,-0.188714852,-0.090183523,0.8164005806,0.9139514692,1.0244947378,1.0379316852,-16.05266718,0,-16.81670703,-22.91142777,-6.793734667,-16.1428507,0.8164005806,-15.90275556,-21.88693304,-5.755802982
050,3,7,22,093,Louisiana,St. James Parish,22102,22102,22006,21817,21668,21631,21568,21567,-96,-189,-149,-37,-63,-1,56,282,292,231,290,267,18,181,179,207,216,207,38,101,113,24,74,60,7,15,12,13,17,17,-135,-341,-275,-58,-172,-93,-128,-326,-263,-45,-155,-76,-6,36,1,-16,18,15,204,204,204,204,204,204,204,12.869954134,13.429918363,10.669992379,13.426236718,12.379738032,8.2605024759,8.2327239278,9.5614217418,10.000231487,9.5977744291,4.6094516578,5.1971944349,1.1085706367,3.4260052316,2.7819636026,0.6845720284,0.5519144533,0.6004757616,0.7870552559,0.7882230207,-15.56260411,-12.64803955,-2.679045705,-7.963147295,-4.312043584,-14.87803208,-12.0961251,-2.078569944,-7.176092039,-3.523820563
050,3,7,22,095,Louisiana,St. John the Baptist Parish,45924,45817,45621,45049,44737,43618,43773,43626,-196,-572,-312,-1119,155,-147,114,634,629,555,542,558,125,415,368,405,384,403,-11,219,261,150,158,155,7,50,60,63,73,74,-203,-860,-650,-1344,-73,-383,-196,-810,-590,-1281,0,-309,11,19,17,12,-3,7,471,471,471,471,471,471,471,13.984779971,14.011093043,12.562956256,12.404023298,12.769024817,9.1540752178,8.197269062,9.1675626733,8.7880903068,9.2220734791,4.8307047535,5.8138239815,3.3953935827,3.6159329908,3.5469513381,1.1029006287,1.3365112601,1.4260653047,1.6706525844,1.6933832195,-18.96989081,-14.47887198,-30.4227265,-1.670652584,-8.764402339,-17.86699018,-13.14236072,-28.9966612,0,-7.071019119
050,3,7,22,097,Louisiana,St. Landry Parish,83384,83384,83492,83419,83476,83517,83803,83848,108,-73,57,41,286,45,302,1346,1249,1286,1303,1306,189,878,901,941,982,984,113,468,348,345,321,322,1,7,8,10,12,12,-4,-512,-295,-350,-18,-283,-3,-505,-287,-340,-6,-271,-2,-36,-4,36,-29,-6,1105,1105,1105,1105,1105,1105,1105,16.12835583,14.967494532,15.401843191,15.574946211,15.579984611,10.520576834,10.797207825,11.26993347,11.737987091,11.738671407,5.607778996,4.1702867072,4.1319097208,3.8369591202,3.8413132042,0.0838770363,0.0958686599,0.1197654992,0.1434377241,0.1431545293,-6.135006081,-3.535156835,-4.19179247,-0.215156586,-3.376060984,-6.051129045,-3.439288175,-4.072026971,-0.071718862,-3.232906454
050,3,7,22,099,Louisiana,St. Martin Parish,52160,52167,52264,52850,52710,52935,53300,53835,97,586,-140,225,365,535,158,689,708,747,715,723,61,423,415,461,476,475,97,266,293,286,239,248,6,41,40,44,47,47,-3,277,-479,-69,80,213,3,318,-439,-25,127,260,-3,2,6,-36,-1,27,701,701,701,701,701,701,701,13.10957627,13.414172035,14.14170098,13.460723867,13.496989779,8.0484045893,7.8628268283,8.7273415685,8.9612651198,8.8673169366,5.0611716803,5.5513452065,5.4143594112,4.4994587471,4.6296728427,0.7801054094,0.7578628268,0.832978371,0.8848307996,0.8773976758,5.2704682535,-9.075407351,-1.306261536,1.5060949781,3.9762915947,6.0505736629,-8.317544524,-0.473283165,2.3909257778,4.8536892705
050,3,7,22,101,Louisiana,St. Mary Parish,54650,54650,54541,54123,53530,53517,53223,52810,-109,-418,-593,-13,-294,-413,190,718,738,755,793,763,152,552,518,595,519,526,38,166,220,160,274,237,5,57,66,66,83,85,-151,-630,-899,-217,-633,-705,-146,-573,-833,-151,-550,-620,-1,-11,20,-22,-18,-30,868,868,868,868,868,868,868,13.215048222,13.710718698,14.10595346,14.858534757,14.391745966,10.159758522,9.6235125821,11.116612329,9.724564362,9.9214395518,3.0552897004,4.0872061159,2.9893411305,5.1339703954,4.470306414,1.0491054995,1.2261618348,1.2331032163,1.5551808132,1.6032744523,-11.59537657,-16.70181045,-4.054293908,-11.86059584,-13.29774693,-10.54627107,-15.47564861,-2.821190692,-10.30541503,-11.69447248
050,3,7,22,103,Louisiana,St. Tammany Parish,233740,233737,234565,236844,239344,242470,246056,250088,828,2279,2500,3126,3586,4032,649,2709,2676,2688,2915,2930,459,1910,1951,2120,2156,2159,190,799,725,568,759,771,64,276,287,305,353,357,564,1174,1519,2201,2360,2850,628,1450,1806,2506,2713,3207,10,30,-31,52,114,54,1275,1275,1275,1275,1275,1275,1276,11.493204415,11.239258444,11.157832691,11.933858177,11.811087104,8.1033667155,8.1942426101,8.800076378,8.8265517086,8.7031184495,3.3898376993,3.0450158341,2.3577563126,3.1073064688,3.1079686543,1.1709577034,1.2054062681,1.2660487242,1.4451636146,1.4390983263,4.9808128398,6.3798331751,9.1363057113,9.6617170836,11.488600084,6.1517705432,7.5852394432,10.402354436,11.106880698,12.92769841
050,3,7,22,105,Louisiana,Tangipahoa Parish,121097,121101,121491,122644,123672,125413,126948,128755,390,1153,1028,1741,1535,1807,395,1849,1896,1927,1950,1965,200,1072,1141,1170,1244,1224,195,777,755,757,706,741,25,101,83,93,112,114,162,311,203,832,694,844,187,412,286,925,806,958,8,-36,-13,59,23,108,3638,3640,3641,3644,3648,3647,3654,15.147356995,15.394858637,15.472629825,15.454051934,15.369393398,8.7820263379,9.2645219961,9.3943834434,9.8588926181,9.5736068799,6.3653306572,6.1303366407,6.0782463818,5.5951593154,5.795786518,0.8274110636,0.6739310479,0.7467330429,0.8876173418,0.8916594643,2.5477707006,1.6482891895,6.6804504486,5.5000574574,6.6014086655,3.3751817642,2.3222202374,7.4271834916,6.3876747992,7.4930681298
050,3,7,22,107,Louisiana,Tensas Parish,5252,5252,5224,5086,4961,4878,4802,4740,-28,-138,-125,-83,-76,-62,12,70,72,54,67,65,7,58,49,59,53,54,5,12,23,-5,14,11,0,0,0,0,0,0,-30,-152,-149,-62,-96,-79,-30,-152,-149,-62,-96,-79,-3,2,1,-16,6,6,16,16,16,16,16,16,16,13.579049467,14.332636608,10.976725277,13.842975207,13.623978202,11.251212415,9.7541554693,11.993088729,10.950413223,11.318381891,2.3278370514,4.5784811386,-1.016363452,2.8925619835,2.305596311,0,0,0,0,0,-29.48593598,-29.6605952,-12.6029068,-19.83471074,-16.55837351,-29.48593598,-29.6605952,-12.6029068,-19.83471074,-16.55837351
050,3,7,22,109,Louisiana,Terrebonne Parish,111860,111584,111544,111651,111754,112756,113579,113972,-40,107,103,1002,823,393,394,1675,1666,1569,1696,1714,236,963,960,1046,1047,1045,158,712,706,523,649,669,17,74,66,81,91,92,-216,-651,-681,362,136,-375,-199,-577,-615,443,227,-283,1,-28,12,36,-53,7,1479,1479,1479,1479,1479,1479,1479,15.009296803,14.914616951,13.977105697,14.986634855,15.064754714,8.6292255651,8.5942570668,9.3180704646,9.2517728146,9.184754187,6.3800712382,6.3203598845,4.6590352323,5.7348620408,5.8800005274,0.6630972916,0.5908551733,0.7215714222,0.80411779,0.808609938,-5.833464011,-6.096551107,3.224800677,1.2017584554,-3.295964421,-5.17036672,-5.505695933,3.9463720992,2.0058762454,-2.487354483
050,3,7,22,111,Louisiana,Union Parish,22721,22782,22829,22766,22528,22412,22481,22477,47,-63,-238,-116,69,-4,69,297,302,267,265,272,40,244,243,260,258,222,29,53,59,7,7,50,5,10,10,11,13,14,14,-115,-311,-108,37,-60,19,-105,-301,-97,50,-46,-1,-11,4,-26,12,-8,476,476,476,476,476,476,476,13.02774427,13.335099572,11.882510013,11.805849464,12.100182392,10.702927953,10.729898,11.570983534,11.493996837,9.8758841585,2.3248163176,2.605201572,0.3115264798,0.3118526274,2.2242982339,0.4386445882,0.4415595885,0.489541611,0.5791548794,0.6228035055,-5.044412765,-13.7325032,-4.806408545,1.6483638875,-2.669157881,-4.605768176,-13.29094361,-4.316866934,2.2275187668,-2.046354375
050,3,7,22,113,Louisiana,Vermilion Parish,57999,57999,58091,58241,58637,59280,59518,59875,92,150,396,643,238,357,202,759,811,805,747,787,96,587,513,518,565,561,106,172,298,287,182,226,13,54,42,47,57,58,-17,-98,60,289,16,75,-4,-44,102,336,73,133,-10,22,-4,20,-17,-2,536,536,536,536,536,536,536,13.048860159,13.877718647,13.65367165,12.575969292,13.183352458,10.09180621,8.7783842982,8.7858408881,9.5119446455,9.3975358689,2.957053949,5.0993343486,4.8678307623,3.0640246469,3.7858165889,0.9283774026,0.7186981297,0.7971708914,0.9596121147,0.9715812485,-1.684833064,1.0267116138,4.9017529279,0.2693648041,1.2563550627,-0.756455661,1.7454097435,5.6989238193,1.2289769188,2.2279363112
050,3,7,22,115,Louisiana,Vernon Parish,52334,52334,52742,52312,54162,52886,52217,50803,408,-430,1850,-1276,-669,-1414,262,1123,1016,1189,1025,1053,100,355,355,376,387,358,162,768,661,813,638,695,110,77,561,317,238,320,125,-1298,610,-2432,-1565,-2440,235,-1221,1171,-2115,-1327,-2120,11,23,18,26,20,11,2258,2258,2261,2259,2257,2261,2260,21.379481029,19.084471326,22.214333757,19.504676365,20.442632499,6.7584289984,6.6682946071,7.0248860324,7.3642046374,6.9501067754,14.62105203,12.416176719,15.189447724,12.140471728,13.492525723,1.4659127687,10.537783872,5.922576788,4.5288907072,6.2123859445,-24.71110096,11.458196367,-45.43756072,-29.78031074,-47.36944283,-23.24518819,21.995980239,-39.51498393,-25.25142004,-41.15705688
050,3,7,22,117,Louisiana,Washington Parish,47168,47171,47099,47138,46636,46349,46287,46371,-72,39,-502,-287,-62,84,127,578,546,531,597,571,83,549,558,557,597,593,44,29,-12,-26,0,-22,1,-2,-1,0,0,0,-113,30,-493,-239,-49,59,-112,28,-494,-239,-49,59,-4,-18,4,-22,-13,47,1582,1582,1582,1582,1582,1582,1582,12.266943982,11.645018875,11.421196967,12.889157563,12.324893695,11.651474474,11.900953356,11.980426951,12.889157563,12.799758251,0.6154695077,-0.255934481,-0.559229983,0,-0.474864556,-0.042446173,-0.021327873,0,0,0,0.6366925942,-10.51464159,-5.140614078,-1.057904055,1.2735003993,0.5942464213,-10.53596946,-5.140614078,-1.057904055,1.2735003993
050,3,7,22,119,Louisiana,Webster Parish,41207,41207,41192,41225,40907,40657,40276,40021,-15,33,-318,-250,-381,-255,102,518,522,497,484,485,143,491,456,551,550,520,-41,27,66,-54,-66,-35,3,6,2,3,5,5,26,28,-397,-201,-298,-271,29,34,-395,-198,-293,-266,-3,-28,11,2,-22,46,1231,1231,1231,1231,1231,1231,1231,12.570222163,12.711245312,12.186749056,11.960510546,12.080152434,11.915017533,11.104076365,13.510862635,13.591489257,12.951916012,0.6552046301,1.6071689475,-1.32411358,-1.630978711,-0.871763578,0.1456010289,0.0487020893,0.0735618655,0.1235589932,0.124537654,0.6794714683,-9.66736473,-4.92864499,-7.364115997,-6.749940845,0.8250724972,-9.618662641,-4.855083125,-7.240557004,-6.625403191
050,3,7,22,121,Louisiana,West Baton Rouge Parish,23788,23788,23948,24078,24067,24572,25140,25490,160,130,-11,505,568,350,77,349,311,363,359,382,13,191,161,215,200,199,64,158,150,148,159,183,2,8,6,8,8,9,91,-27,-164,337,403,179,93,-19,-158,345,411,188,3,-9,-3,12,-2,-21,556,556,556,556,556,556,556,14.533794195,12.919306262,14.926293715,14.44319279,15.089867667,7.9540249032,6.6881296085,8.8406422829,8.0463469585,7.8609520047,6.5797692916,6.2311766539,6.085651432,6.396845832,7.2289156627,0.3331528755,0.2492470662,0.3289541315,0.3218538783,0.3555204424,-1.124390955,-6.812753142,13.857192788,16.213389121,7.0709065771,-0.791238079,-6.563506075,14.186146919,16.535243,7.4264270196
050,3,7,22,123,Louisiana,West Carroll Parish,11604,11604,11578,11517,11493,11448,11518,11293,-26,-61,-24,-45,70,-225,29,151,133,126,150,148,45,125,116,159,145,143,-16,26,17,-33,5,5,0,0,1,1,1,1,-10,-89,-41,-4,68,-241,-10,-89,-40,-3,69,-240,0,2,-1,-9,-4,10,434,434,434,434,434,434,434,13.076423468,11.560191221,10.984699882,13.06278847,12.976195695,10.824853864,10.082572794,13.86164509,12.627362188,12.537810705,2.2515696038,1.4776184268,-2.876945207,0.4354262823,0.4383849897,0,0.086918731,0.0871801578,0.0870852565,0.0876769979,-7.707295952,-3.56366797,-0.348720631,5.9217974397,-21.1301565,-7.707295952,-3.476749239,-0.261540473,6.0088826962,-21.04247951
050,3,7,22,125,Louisiana,West Feliciana Parish,15625,15625,15624,15468,15436,15425,15363,15385,-1,-156,-32,-11,-62,22,30,127,138,108,131,119,11,117,109,118,104,113,19,10,29,-10,27,6,2,2,4,4,4,4,-19,-172,-65,-12,-88,19,-17,-170,-61,-8,-84,23,-3,4,0,7,-5,-7,5297,5297,5296,5296,5299,5313,5316,8.169304001,8.9308827336,6.9991251094,8.5098090165,7.7403408352,7.5260517175,7.0541030287,7.6471922491,6.7558789139,7.3500715494,0.6432522835,1.8767797049,-0.64806714,1.7539301026,0.3902692858,0.1286504567,0.2588661662,0.2592268559,0.2598414967,0.2601795239,-11.06393928,-4.206575201,-0.777680568,-5.716512927,1.2358527384,-10.93528882,-3.947709034,-0.518453712,-5.45667143,1.4960322623
050,3,7,22,127,Louisiana,Winn Parish,15313,15313,15282,15136,15048,14777,14746,14568,-31,-146,-88,-271,-31,-178,44,188,174,166,169,179,22,151,142,194,182,184,22,37,32,-28,-13,-5,0,0,0,0,0,0,-49,-179,-115,-228,-12,-167,-49,-179,-115,-228,-12,-167,-4,-4,-5,-15,-6,-6,1760,1760,1760,1760,1760,1760,1760,12.361101979,11.529287039,11.131601006,11.448701013,12.212594665,9.9283319087,9.4089583886,13.009220453,12.329370321,12.553728594,2.4327700704,2.1203286509,-1.877619447,-0.880669309,-0.341133929,0,0,0,0,0,-11.7693471,-7.619931089,-15.28918692,-0.812925516,-11.39387323,-11.7693471,-7.619931089,-15.28918692,-0.812925516,-11.39387323
040,1,1,23,000,Maine,Maine,1328361,1328361,1327695,1328257,1328888,1328778,1330256,1329328,-666,562,631,-110,1478,-928,3443,12631,12801,12864,12732,12837,3099,13032,12749,13402,13385,13287,344,-401,52,-538,-653,-450,239,1170,1258,1323,1523,1528,-1259,91,-586,-1317,646,-1718,-1020,1261,672,6,2169,-190,10,-298,-93,422,-38,-288,35545,35544,35538,35597,35679,35800,35797,9.5114670747,9.63515352,9.6806746973,9.5764100798,9.6533894023,9.8134303632,9.5960137667,10.085541223,10.06756589,9.9917881894,-0.301963288,0.0391397534,-0.404866526,-0.491155811,-0.338398787,0.8810400188,0.9468809568,0.9956104341,1.1455287898,1.1490518818,0.0685253348,-0.441074913,-0.991095194,0.4858907408,-1.29193137,0.9495653536,0.5058060437,0.0045152401,1.6314195306,-0.142879488
050,1,1,23,001,Maine,Androscoggin County,107702,107702,107706,107403,107558,107365,107408,107233,4,-303,155,-193,43,-175,369,1340,1318,1287,1254,1233,251,1018,1021,1049,1009,1006,118,322,297,238,245,227,21,107,108,125,144,143,-138,-697,-252,-603,-302,-552,-117,-590,-144,-478,-158,-409,3,-35,2,47,-44,7,2760,2760,2760,2760,2770,2779,2781,12.458799957,12.262689511,11.976382239,11.677445489,11.488951319,9.4649689227,9.4993975651,9.7616355625,9.3959669046,9.3737915869,2.9938310345,2.763291946,2.2147466767,2.2814785844,2.1151597318,0.9948444742,1.0048334349,1.1632072882,1.3409506782,1.3324574522,-6.4804355,-2.344611348,-5.611311958,-2.812271561,-5.143472123,-5.485591026,-1.339777913,-4.44810467,-1.471320883,-3.811014671
050,1,1,23,003,Maine,Aroostook County,71870,71871,71721,71335,70729,69971,69361,68628,-150,-386,-606,-758,-610,-733,158,656,643,688,653,657,210,854,860,848,807,808,-52,-198,-217,-160,-154,-151,4,9,2,7,12,13,-105,-164,-390,-557,-429,-524,-101,-155,-388,-550,-417,-511,3,-33,-1,-48,-39,-71,2005,2004,2005,2004,2004,2016,2017,9.1712336428,9.0522581372,9.7796730633,9.3732954382,9.5224981701,11.939380383,12.107219281,12.054015636,11.583842908,11.711078419,-2.76814674,-3.054961144,-2.274342573,-2.210547469,-2.188580249,0.1258248518,0.0281563239,0.0995024876,0.1722504522,0.1884208162,-2.292808411,-5.490483163,-7.917555082,-6.157953665,-7.594808282,-2.166983559,-5.462326839,-7.818052594,-5.985703212,-7.406387466
050,1,1,23,005,Maine,Cumberland County,281674,281673,281462,282758,284103,285882,287875,289977,-211,1296,1345,1779,1993,2102,740,2718,2695,2887,2865,2951,578,2455,2413,2590,2542,2546,162,263,282,297,323,405,130,656,610,645,738,742,-525,411,497,683,848,715,-395,1067,1107,1328,1586,1457,22,-34,-44,154,84,240,9190,9190,9183,9187,9172,9159,9157,9.6345397185,9.5085038484,10.130091143,9.9868062612,10.213687934,8.7022792528,8.5135509411,9.087958455,8.8608940719,8.8119449271,0.9322604658,0.9949529073,1.0421326877,1.1259121893,1.4017430069,2.3253340895,2.1522030974,2.2632174531,2.5725176338,2.5681316323,1.4568785226,1.7535162941,2.3965542953,2.9559552215,2.4746820985,3.7822126121,3.9057193915,4.6597717484,5.5284728552,5.0428137309
050,1,1,23,007,Maine,Franklin County,30768,30768,30719,30716,30634,30464,30206,29991,-49,-3,-82,-170,-258,-215,75,240,293,245,275,264,80,301,313,283,308,307,-5,-61,-20,-38,-33,-43,3,28,22,24,30,30,-48,52,-83,-150,-243,-189,-45,80,-61,-126,-213,-159,1,-22,-1,-6,-12,-13,1110,1110,1110,1110,1067,1027,1027,7.8131358346,9.5517522412,8.0199024518,9.0654359651,8.7712012227,9.7989745259,10.203748981,9.2638056892,10.153288281,10.199843846,-1.985838691,-0.65199674,-1.243903237,-1.087852316,-1.428642623,0.911532514,0.717196414,0.7856230973,0.9889566507,0.9967274117,1.6928460975,-2.705786471,-4.910144358,-8.010548871,-6.279382693,2.6043786115,-1.988590057,-4.124521261,-7.02159222,-5.282655282
050,1,1,23,009,Maine,Hancock County,54418,54420,54370,54546,54548,54800,54738,54659,-50,176,2,252,-62,-79,132,453,443,487,478,490,137,529,538,573,606,609,-5,-76,-95,-86,-128,-119,23,71,85,80,88,88,-70,211,19,230,14,-3,-47,282,104,310,102,85,2,-30,-7,28,-36,-45,1176,1176,1176,1176,1178,1190,1190,8.3183370671,8.1214365593,8.9073416981,8.7275648633,8.9581981224,9.7139079658,9.8630538801,10.480301423,11.064653362,11.133760524,-1.395570899,-1.741617321,-1.572959725,-2.337088499,-2.175562401,1.3037570238,1.5582891818,1.4632183488,1.606748343,1.6088192546,3.8745455213,0.3483234642,4.2067527527,0.2556190546,-0.054846111,5.1783025451,1.906612646,5.6699711014,1.8623673976,1.5539731437
050,1,1,23,011,Maine,Kennebec County,122151,122151,122104,121785,121657,121114,121026,119980,-47,-319,-128,-543,-88,-1046,310,1193,1204,1202,1054,1090,352,1286,1188,1292,1331,1285,-42,-93,16,-90,-277,-195,8,25,45,45,56,55,-8,-216,-189,-480,181,-347,0,-191,-144,-435,237,-292,-5,-35,0,-18,-48,-559,3636,3636,3636,3640,3635,3646,3647,9.783139051,9.891473123,9.9023359462,8.705707442,9.0454179564,10.545781073,9.7600249751,10.64377541,10.993640043,10.66363493,-0.762642022,0.1314481478,-0.741439464,-2.287932601,-1.618216974,0.2050112961,0.3696979157,0.3707197318,0.4625423309,0.4564201721,-1.771297598,-1.552731246,-3.954343805,1.4950028909,-2.879596359,-1.566286302,-1.18303333,-3.583624074,1.9575452218,-2.423176186
050,1,1,23,013,Maine,Knox County,39736,39736,39715,39692,39635,39635,39798,39855,-21,-23,-57,0,163,57,97,332,354,362,383,380,76,443,392,468,414,427,21,-111,-38,-106,-31,-47,3,15,41,36,39,39,-42,66,-60,50,167,58,-39,81,-19,86,206,97,-3,7,0,20,-12,7,1361,1361,1361,1361,1367,1374,1374,8.3619832005,8.9250822545,9.1333417434,9.6433472234,9.5413857607,11.157706499,9.8831419315,11.807745679,10.423879244,10.721504526,-2.795723299,-0.958059677,-2.674403936,-0.780532021,-1.180118765,0.3778004458,1.0336959673,0.9082881292,0.9819596389,0.979247486,1.6623219615,-1.512725806,1.2615112905,4.2048015308,1.456316774,2.0401224073,-0.479029839,2.1697994197,5.1867611698,2.43556426
050,1,1,23,015,Maine,Lincoln County,34457,34457,34388,34278,34213,34171,34149,33969,-69,-110,-65,-42,-22,-180,69,295,275,254,249,250,78,392,413,426,392,401,-9,-97,-138,-172,-143,-151,2,31,32,33,36,36,-60,-45,47,65,101,-115,-58,-14,79,98,137,-79,-2,1,-6,32,-16,50,498,498,498,498,498,489,489,8.5923164303,8.0302521499,7.428638278,7.2892271663,7.3402037641,11.417586579,12.059978683,12.45905475,11.475409836,11.773686838,-2.825270148,-4.029726533,-5.030416472,-4.18618267,-4.433483073,0.9029213876,0.9344293411,0.965138044,1.0538641686,1.056989342,-1.310692337,1.3724430947,1.9010294806,2.9566744731,-3.376493731,-0.407770949,2.3068724358,2.8661675246,4.0105386417,-2.319504389
050,1,1,23,017,Maine,Oxford County,57833,57831,57773,57775,57501,57326,57301,57202,-58,2,-274,-175,-25,-99,125,513,510,573,540,561,113,613,619,605,673,641,12,-100,-109,-32,-133,-80,1,13,5,6,12,12,-69,98,-176,-156,115,16,-68,111,-171,-150,127,28,-2,-9,6,7,-19,-47,849,849,849,849,849,850,850,8.8794267317,8.8483292272,9.9802311303,9.4218639588,9.7988698986,10.610309136,10.739442729,10.537591333,11.742434156,11.1962132,-1.730882404,-1.891113502,-0.557360203,-2.320570197,-1.397343301,0.2250147125,0.0867483258,0.104505038,0.2093747546,0.2096014952,1.6962647558,-3.053541067,-2.717130988,2.0065080653,0.2794686602,1.9212794683,-2.966792741,-2.61262595,2.2158828199,0.4890701554
050,1,1,23,019,Maine,Penobscot County,153923,153920,153871,153822,153607,153527,153535,152692,-49,-49,-215,-80,8,-843,416,1449,1480,1460,1482,1483,374,1437,1489,1596,1506,1506,42,12,-9,-136,-24,-23,22,107,132,136,147,151,-117,-160,-332,-172,-70,-1046,-95,-53,-200,-36,77,-895,4,-8,-6,92,-45,75,7318,7318,7319,7320,7415,7505,7502,9.4184788084,9.6282393658,9.5072509068,9.6527737069,9.6856253694,9.3404789839,9.6867894701,10.392857841,9.8090939289,9.8358407325,0.0779998245,-0.058550104,-0.885606934,-0.156320222,-0.150215363,0.6954984351,0.8587348624,0.8856069338,0.9574613596,0.9861965144,-1.03999766,-2.15984829,-1.120032299,-0.455933981,-6.83153347,-0.344499225,-1.301113428,-0.234425365,0.5015273788,-5.845336956
050,1,1,23,021,Maine,Piscataquis County,17535,17535,17546,17359,17269,17183,17040,16931,11,-187,-90,-86,-143,-109,35,138,132,157,136,137,35,232,222,231,198,211,0,-94,-90,-74,-62,-74,0,1,1,1,2,2,13,-80,0,-24,-69,-13,13,-79,1,-23,-67,-11,-2,-14,-1,11,-14,-24,220,220,220,220,231,242,241,7.9071766223,7.623888183,9.1141298038,7.9478713146,8.0657030997,13.293224466,12.821993762,13.409961686,11.57116559,12.422360248,-5.386047844,-5.198105579,-4.295831882,-3.623294276,-4.356657149,0.0572983813,0.0577567287,0.0580517822,0.1168804605,0.1177474905,-4.583870506,0,-1.393242773,-4.032375888,-0.765358688,-4.526572124,0.0577567287,-1.33519099,-3.915495427,-0.647611198
050,1,1,23,023,Maine,Sagadahoc County,35293,35293,35233,35102,35114,35033,35063,35149,-60,-131,12,-81,30,86,96,326,352,322,327,334,48,338,306,349,349,379,48,-12,46,-27,-22,-45,2,10,19,10,13,13,-115,-118,-54,-80,16,115,-113,-108,-35,-70,29,128,5,-11,1,16,23,3,265,265,265,265,265,264,264,9.2699225137,10.026204854,9.180720487,9.3300616298,9.5140431835,9.6111466553,8.7159621739,9.9505324533,9.9577721981,10.795875349,-0.341224142,1.3102426797,-0.769811966,-0.627710568,-1.281832165,0.2843534513,0.5411871938,0.2851155431,0.3709198813,0.37030707,-3.355370726,-1.538110972,-2.280924345,0.456516777,3.2757933117,-3.071017274,-0.996923778,-1.995808802,0.8274366583,3.6461003817
050,1,1,23,025,Maine,Somerset County,52228,52228,52250,51932,51855,51727,51260,51113,22,-318,-77,-128,-467,-147,136,493,496,479,506,490,172,569,532,530,554,510,-36,-76,-36,-51,-48,-20,5,16,20,24,27,26,59,-242,-61,-91,-446,-201,64,-226,-41,-67,-419,-175,-6,-16,0,-10,0,48,715,715,715,715,715,715,714,9.4642068687,9.5580371337,9.248711166,9.8264829542,9.5728365878,10.923192106,10.251765635,10.233438242,10.75863944,9.9635646118,-1.458985237,-0.693728502,-0.984727076,-0.932156486,-0.390728024,0.3071547868,0.3854047231,0.463400977,0.5243380232,0.5079464312,-4.645716151,-1.175484406,-1.757062038,-8.661287347,-3.926816641,-4.338561364,-0.790079682,-1.293661061,-8.136949324,-3.41887021
